article_id,theory_type,name,role,tested_prediction,prediction_strength,rival_theories_acknowledged,justification,confidence,name_raw
Study266,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.55,Central Governor Model
Study266,explicit,Bayesian Statistics,operational,athletes usually combine prior known (nonkinematic) information with current visual (kinematic) information when they predict where the ball will land.,strong,FALSE,NA,0.85,Bayesian statistics
Study266,implicit,Motor Simulation Of Observed Body Kinematic Information,operational,expert advantage is associated with the motor simulation of the observed body kinematic information.,strong,FALSE,expert advantage is associated with the motor simulation of the observed body kinematic information.,0.85,Motor simulation of observed body kinematic information
Study266,implicit,Neural Activity Underlying Nonkinematic Information In Action Anticipation,operational,athletes show stronger activation than novices in both visual attention areas and motor areas during a sports anticipation task.,strong,FALSE,athletes show stronger activation than novices in both visual attention areas and motor areas during a sports anticipation task.,0.85,Neural activity underlying nonkinematic information in action anticipation
Study267,explicit,Visual Occlusion Theory,contextual,NA,absent,FALSE,NA,0.8,Visual Occlusion Theory
Study267,explicit,Central Governor Model,operational,NA,strong,TRUE,NA,0.95,Central Governor Model
Study268,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.55,Self-Determination Theory
Study268,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study268,explicit,Constraint-Led Approach,contextual,NA,absent,FALSE,NA,0.55,Constraint-Led Approach
Study268,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.55,Central Governor Model
Study268,implicit,Mechanistic Explanatory Model Of Endurance,operational,tDCS may enhance exercise performance by reducing perceived pain,moderate,TRUE,tDCS may enhance exercise performance by reducing perceived pain,0.85,Mechanistic explanatory model of endurance
Study269,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.8,Self-Determination Theory
Study269,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.8,Central Governor Model
Study269,implicit,Dual-Process Model,operational,RSH boosts repeated-sprint ability and sport-specific physical performance compared with similar training in normoxia,strong,FALSE,RSH boosts repeated-sprint ability and sport-specific physical performance compared with similar training in normoxia,0.9,Dual-Process Model
Study270,explicit,Self-Determination Theory,contextual,NA,absent,FALSE,NA,0.65,Self-Determination Theory
Study270,explicit,Central Governor Model,contextual,NA,absent,FALSE,NA,0.65,Central Governor Model
Study270,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.65,Dual-Process Model
Study271,explicit,Central Governor Model,operational,"MF intervention will worsen players' game-based relevant performance responses such as physical enjoyment, total distance covered, and technical actions (e.g., lost balls and unsuccessful passes)",strong,TRUE,NA,0.85,Central Governor Model
Study272,explicit,Dual-Process Model,contextual,NA,absent,FALSE,NA,0.55,Dual-Process Model
Study272,explicit,Constraint-Led Approach,operational,the athlete group with poorer neurocognitive function would exhibit greater acceleration and rotational velocity following landing compared to the groups with higher neurocognitive function.,weak,FALSE,NA,0.85,Constraint-Led Approach (CLA)
