article_id,hypothesis_text,linked_theory,linkage_strength,inference_type,mechanism_specified,mechanism_description,linkage_explanation
Study167,physiological and perceptive responses would be higher in 4 m × 4 m compared to other area sizes,Central Governor Model,explicit,consistent,FALSE,NA,"The hypothesis is consistent with the Central Governor Model, which suggests that physiological responses are influenced by the demands of exercise."
Study167,lower responses would be attributed to groundwork in comparison to standing combat due to its high energetic demand,Central Governor Model,explicit,consistent,FALSE,NA,"The hypothesis is consistent with the Central Governor Model, which suggests that physiological responses are influenced by the demands of exercise."
Study167,4 m × 4 m in standing combat would induce the largest responses,Central Governor Model,explicit,consistent,FALSE,NA,"The hypothesis is consistent with the Central Governor Model, which suggests that physiological responses are influenced by the demands of exercise."
Study168,"HIIT induces an acute reduction in squat, but not in bench press explosive strength.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the previous study's findings, but there is no explicit theoretical grounding."
Study168,"Acute concurrent HIIT and squat loading, as well as HIIT and bench press loading would lead to reductions in both squat and bench press explosive strength.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the previous study's findings, but there is no explicit theoretical grounding."
Study168,The magnitude of reductions in explosive strength in women might be lower to that previously shown in men.,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the previous study's findings, but there is no explicit theoretical grounding."
Study169,All training groups will exhibit improvement in both preplanned and unexpected tests.,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the desire to improve athletic performance, but no specific theoretical framework is explicitly stated."
Study169,"The group exposed to random, unexpected, and unanticipated conditions will achieve superior results, particularly during unexpected tests.",NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the desire to improve athletic performance, but no specific theoretical framework is explicitly stated."
Study170,PT using free weights would induce larger improvements on measures of physical fitness compared with PJT in pre-PHV male soccer players,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the previous studies, but there is no explicit theoretical grounding"
Study171,level of fatigue is associated with ankle proprioception decline during running,NA,none,consistent,FALSE,NA,"The study aims to investigate the relationship between fatigue and ankle proprioception, but no explicit theory is cited."
Study171,"compared to normal socks, GCSs can work to retain ankle proprioception during prolonged running",NA,none,consistent,FALSE,NA,"The study aims to investigate the effect of GCSs on ankle proprioception, but no explicit theory is cited."
Study172,asymmetry would not increase during the exercise,Constraint-Led Approach,explicit,derived,TRUE,consistent with studies of lower limb asymmetry,"the authors' hypothesis is derived from the Constraint-Led Approach, which suggests that asymmetry would not increase during exercise"
Study172,both asymmetry and performance would be greater in HP than in LP players,Self-Determination Theory,implicit,consistent,FALSE,NA,"the authors' hypothesis is consistent with Self-Determination Theory, which suggests that greater upper extremity power could explain greater asymmetry"
Study172,these variables would be greater in males than in females,NA,none,motivated,FALSE,NA,the authors' hypothesis is motivated by the desire to investigate differences in asymmetry and performance between male and female WBB players
Study173,"the combination of cycling with plyometrics would enhance jump performance compared to a control condition, but with a differing time-course of PAPE effects for highintensity vs. low-intensity cycling conditions",Post-Activation Potentiation (PAP) and Post-Activation Performance Enhancement (PAPE),explicit,consistent,TRUE,myosin light chain phosphorylation and increased recruitment of higher order motor units,"The hypothesis is consistent with the theories of PAP and PAPE, which propose that muscle potentiation can acutely increase muscular power and performance."
Study174,"reduced horizontal velocity and substantial, acute kinematic and kinetic adaptations would be observed with fatigue",NA,none,motivated,FALSE,NA,"the hypothesis is inspired by the context of fatigue and movement patterns, but no explicit theoretical grounding is provided"
Study175,the 8-week NMES training can improve muscle quantity and quality and single-joint performance,NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the theoretical framework of muscle hypertrophy and strength gains, but no explicit theory is cited."
Study175,the improvements in muscle quantity and quality correlate with that of the single-joint performance,NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the theoretical framework of muscle hypertrophy and strength gains, but no explicit theory is cited."
Study177,"We hypothesised that such a protocol would elicit and retain meaningful physiological, perceptual, and performance adaptations.",NA,none,motivated,FALSE,NA,The hypothesis is motivated by the practical considerations of including HA protocols in an elite team sport environment.
Study178,We hypothesized that resistance-trained climbers would exhibit greater reductions in reaction times and increases in RFD and sEMG when exposed to a startle stimulus during a reaction time task.,Reticulospinal Tract (Rst) Theory,explicit,consistent,TRUE,"The release of the preplanned action from the reticular formation, which would speed the initial response and add to the corticospinal input, increasing the overall neural input to the αmotoneuron.","This hypothesis is consistent with the Rst Theory, which suggests that RT increases the neural drive to the muscle."
Study179,male referees would experience significantly greater physical demands compared to female referees,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of sex differences in match performance characteristics, but no explicit theoretical framework is provided."
Study180,the decrease in SSC function after cycling negatively affects cardiorespiratory and biomechanical variables in subsequent running,Stretch-Shortening Cycle (Ssc) Theory,explicit,derived,TRUE,the utilization of the stored elastic energy in the tendons and the stretch reflex in the muscles,"The hypothesis is derived from the Stretch-Shortening Cycle Theory, which explains how SSC function affects running performance."
Study182,offset loading would increase limb GRF and muscle electromyography (EMG) in the side resisted by the heavier load,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the previous studies on offset loading, but there is no explicit theoretical grounding."
Study182,offset loading toward the ND limb (OS-ND) would produce more symmetrical GRF and EMG than traditional (TDL) loading,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the previous studies on offset loading, but there is no explicit theoretical grounding."
Study183,local VT would modulate muscle oxygenation and aid in maintaining strength after EIMD,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of vibration therapy being used to improve muscle blood flow and oxygenation, but no explicit theoretical framework is provided."
Study185,"the kinematics at foot contact, specifically at the hips, would be correlated with lead-and back-hip AROM",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of pitching biomechanics and hip flexibility, but no explicit theory is cited."
Study185,peak elbow-varus torque (EVT) and peak shoulder internal-rotation (IR) torque would be correlated with lead-and back-hip AROM,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of pitching biomechanics and hip flexibility, but no explicit theory is cited."
Study186,"IRS after resistance training may enhance recovery of neuromuscular performance, increase nocturnal HRV, and attenuate muscle soreness, as well as biomarkers of muscle damage.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of post-exercise recovery and the potential benefits of infrared radiation, but no explicit theoretical framework is provided."
Study187,diurnal napping would (i) improve technical game-related performance and (ii) enhance physiological response of athletes during SSG situations,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the need to examine the effect of napping on technical performance during small-sided basketball games, but no explicit theoretical framework is provided."
Study188,"muscle strength-trained participants would demonstrate decreased hip adduction, knee valgus, and tibial internal rotation angles, as well as an increased knee flexion angle, H:Q muscle coactivation ratio, and VM:VL muscle activation ratio.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of core stability and its relationship to lower extremity injuries, but no explicit logical connection is stated."
Study189,FR would accelerate the recovery of muscle and joint proprioception after EIMD,NA,none,motivated,FALSE,NA,The hypothesis is motivated by the context of exercise-induced muscle damage and the potential benefits of foam rolling for proprioception recovery
Study190,mental fatigue would result in higher RPEs during the submaximal endurance leg extension task,Constraint-Led Approach,explicit,consistent,TRUE,"an increased amplitude of the MRCP, with an elevated central motor command",the hypothesis is consistent with the Constraint-Led Approach's prediction that mental fatigue impairs endurance performance by increasing perceived exertion
Study191,SSSGs as a warm-up approach would induce greater improvements in physical fitness qualities than a TWU in soccer players.,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the practical perspective of increasing ecological validity, but there is no explicit theoretical grounding."
Study193,"individuals would demonstrate increased torque complexity in the involved limb compared to the uninvolved limb, and that torque complexity would not return to uninjured limb levels by the time of return to activity.",NA,none,motivated,TRUE,"alterations in force fluctuations are regulated by motor unit discharge rates as well as the contractile properties of the motor units, following ACL injury and reconstruction there have been documented alterations in muscle fiber conduction velocity, muscle denervation, and changes is muscle fiber typing",The hypothesis is motivated by the neurophysiological standpoint that alterations in force fluctuations are regulated by motor unit discharge rates as well as the contractile properties of the motor units.
Study194,"acute NO3-supplementation would enhance power output during CON and ECC contractions during a half-squat movement completed at various moment inertias, and that this effect would be greater for ECC compared to CON at a given moment inertia.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of NO3-supplementation's effects on skeletal muscle contractile function, but no explicit logical connection is stated."
Study195,any significant changes to the joint position when loaded would be of a small effect and any significant changes to angular velocity would be classified as small or moderate,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the research context and the need to understand the effects of WR on joint kinematics, but there is no explicit theoretical grounding."
Study196,"walking speed becomes progressively slower in hypoxia compared to normoxia when perceptually regulated, which results in similar adjustments in physiological and perceptual responses",NA,none,motivated,TRUE,"the causal mechanism is explained as the participants' self-selected walking speed in hypoxia being replicated in normoxia, leading to similar adjustments in physiological and perceptual responses","the hypothesis is motivated by the theoretical framework of exercise physiology, but no explicit theory is cited"
Study196,walking at the perceptually regulated speed adopted in hypoxia produces similar psycho-physiological responses at the same absolute intensity in normoxia,NA,none,motivated,TRUE,"the causal mechanism is explained as the participants' self-selected walking speed in hypoxia being replicated in normoxia, leading to similar adjustments in physiological and perceptual responses","the hypothesis is motivated by the theoretical framework of exercise physiology, but no explicit theory is cited"
Study197,a menthol mouth swill will benefit performance during rugby-specific conditioning,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of heat acclimation/acclimatization and its effects on performance, but no explicit logical connection is stated."
Study197,"menthol will attenuate the rise in TS, which could differ between Forwards and Backs",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of thermoregulation and heat stress, but no explicit logical connection is stated."
Study198,inter-limb asymmetries would increase after both the unilateral and bilateral fatigue protocols,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the theoretical framework of inter-limb asymmetries, but there is no explicit logical connection between the theory and the hypothesis."
Study198,the unilateral fatigue protocol would induce a selective impairment in the performance of the exercised leg,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the theoretical framework of inter-limb asymmetries, but there is no explicit logical connection between the theory and the hypothesis."
Study198,the bilateral fatigue protocol would indistinctly affect one leg more than the other,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the theoretical framework of inter-limb asymmetries, but there is no explicit logical connection between the theory and the hypothesis."
Study198,the unilateral CMJ would be more sensitive to detect the expected changes in inter-limb asymmetries than the bilateral CMJ,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the theoretical framework of inter-limb asymmetries, but there is no explicit logical connection between the theory and the hypothesis."
Study198,the three CMJ-derived mechanical variables would present a comparable sensitivity to detect the changes in inter-limb asymmetries,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the theoretical framework of inter-limb asymmetries, but there is no explicit logical connection between the theory and the hypothesis."
Study199,there will be differences in the F-V profile depending on the performance level of the climbers and depending on the sex with international men showing better results than women and national climbers.,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the theoretical framework of climbing performance, but there is no explicit logical connection between the theory and the hypothesis."
Study200,We hypothesised that muscle function would recover faster and there would be less DOMS after exercise when ELJ was supplemented in comparison to the placebo condition.,NA,none,motivated,FALSE,NA,The hypothesis is motivated by the theoretical reasoning that ELJ contains antioxidants and may affect muscle damage induced by eccentric exercise.
Study201,PTA at foot strike would increase over the duration of a running-induced fatigue test in comparison with earlier in the run.,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of running-induced fatigue and its potential effects on impact loading, but no explicit theoretical framework is provided."
Study201,"Performance in muscle function testing would be negatively correlated to the change in axial PTA with running-induced fatigue (i.e., better strength, power, and endurance would be associated with smaller changes in PTA with fatigue).",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of muscle function testing and its potential relationship to changes in impact loading with fatigue, but no explicit theoretical framework is provided."
Study202,"compared with no intake, sodium replacement would: (1) increase ad libitum fluid intake and net water balance during and postexercise (2) increase postexercise plasma sodium ([Na+]) plasma, and P Osm, (3) reduce heart rate (HR) and rectal temperature (T re), but not rating of perceived exertion (RPE) or thermal comfort rating (TCR) during exercise, (4) reduce postexercise U Na following exercise with no sodium replacement, but (5) this would not influence hydration status 24 hours postexercise.",NA,none,consistent,FALSE,NA,"no specific theoretical framework is explicitly stated, but the hypotheses are consistent with common sense and empirical observations"
Study203,i) higher load RT would result in greater neuromuscular activation,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the theoretical framework of resistance training, but no explicit theory is cited."
Study203,ii) higher TUT would result in a greater Blood LAC response,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the theoretical framework of resistance training, but no explicit theory is cited."
Study204,"a standardized dynamic warm-up period would have greater beneficial effects on short-term high-intensity exercise performance (i.e., vertical jump performance) in postpubertal than in prepubertal male youngsters",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of sports practice and the desire to optimize athletic performance, but there is no explicit theoretical grounding."
Study205,"We hypothesised that the contribution of the lower limb segments and trunk would increase during the acceleration phase and in consequence, the contribution of the upper limbs would decrease.",NA,none,motivated,FALSE,NA,The hypothesis is motivated by the study's aim to understand the role of each segment in the production of total body kinetic energy throughout the entire acceleration phase.
Study206,"Upper-and lower body strength, contractile power, and RFD would be positively correlated with CHS in the present population of highly skilled male golfers.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the previous literature, but no explicit theoretical framework is provided."
Study206,"Anthropometric characteristics (arm length, body height, body mass) and AROM would correlate positively with maximal CHS.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the previous literature, but no explicit theoretical framework is provided."
Study207,Dispositional mindfulness interacts with visualized PETTLEP imagery in mid-range shooting performance.,Self-Determination Theory,explicit,consistent,TRUE,The mechanism is that dispositional mindfulness serves as a moderator and interacts with visualized PETTLEP imagery in mid-range shooting performance.,"This hypothesis follows from the theoretical framework of Self-Determination Theory, which posits that dispositional mindfulness influences motor control and performance."
Study207,Internal PETTLEP imagery is more effective than external perspective on basketball mid-range shooting performance.,Constraint-Led Approach,implicit,consistent,TRUE,"The mechanism is that internal PETTLEP imagery allows for a more focused and controlled mental representation of the motor task, leading to better performance.","This hypothesis is implied by the theoretical framework of the Constraint-Led Approach, which suggests that internal perspective is more effective for closed motor skills."
Study207,High mindfulness participants will have better performance than low mindfulness participants on basketball mid-range shooting performance.,Self-Determination Theory,explicit,consistent,TRUE,"The mechanism is that high dispositional mindfulness allows for a more focused and controlled mental representation of the motor task, leading to better performance.","This hypothesis follows from the theoretical framework of Self-Determination Theory, which posits that dispositional mindfulness influences motor control and performance."
Study208,"We expected that 12 weeks of aerobic exercise would enhance working memory in MA-dependent patients, and that the effects of high-intensity exercise would be stronger than those of moderate-intensity exercise.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of exercise-induced brain activity changes, but no explicit theory is cited."
Study209,"players with shoulder pain would exhibit greater glenohumeral elevation and horizontal-abduction angles, insufficient scapular upward rotation and posterior tilt, and decreased lower trunk rotation and side flexion",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the previous findings and research context, but there is no explicit theoretical grounding"
Study211,Easier success criteria will lead to enhanced perceived expectations of success during acquisition.,OPTIMAL theory,explicit,derived,TRUE,"The OPTIMAL theory suggests that expectancies for success can increase positive affect and self-efficacy, improve the preparation for task performance, influence working memory and long-term memory, and bias them towards the expected stimuli.",This hypothesis is derived from the OPTIMAL theory's claims about the mechanisms by which enhanced expectancies of success can lead to improved performance.
Study211,"Easing the criteria will increase expectancies of success, and making the criteria more difficult will lower expectancies of success.",OPTIMAL theory,explicit,derived,TRUE,"The OPTIMAL theory suggests that expectancies for success can influence both working memory and long-term memory, and bias them towards the expected stimuli.",This hypothesis is derived from the OPTIMAL theory's claims about how changing the criteria can affect expectancies of success.
Study211,Task performance and learning will improve with increased expectations of success and will decline when expectations of success are low.,OPTIMAL theory,explicit,derived,TRUE,The OPTIMAL theory suggests that expectancies for success can improve the preparation for task performance and influence both working memory and long-term memory.,This hypothesis is derived from the OPTIMAL theory's claims about how enhanced expectancies of success can lead to improved performance.
Study211,"Like putting performance, club kinematics will be more optimized with increased expectations of success and less optimized when expectations of success are low.",None,none,motivated,FALSE,NA,"This hypothesis is motivated by the idea that club kinematics are related to putting accuracy and performance, but there is no explicit theoretical connection."
Study212,a morning squat-based priming exercise utilizing a CS configuration would lead to greater enhancements in neuromuscular performance six hours after the end of the session compared to a TS structure,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the study's aim to examine the impact of two priming exercise protocols on performance measures, but there is no explicit theoretical grounding."
Study213,CAI patients would demonstrate decreased dynamic postural control in the SV condition compared to copers and controls,Sensory Reweighting,explicit,consistent,TRUE,CAI patients' increased reliance on visual input,"The hypothesis is derived from the theory of Sensory Reweighting, which suggests that individuals with CAI rely more heavily on visual information for postural control"
Study214,substituting parts of a standard soccer training regimen with RBRT would induce larger improvements in measures of physical fitness,NA,none,motivated,FALSE,NA,The hypothesis is motivated by the theoretical framework of training specificity and the idea that RBRT can improve physical fitness capabilities
Study215,"the study dependent variables will be influenced by the SSGs bout duration and participant number, with continuous bouts offering higher physiological demands and more enjoyment, and a greater number of participants resulting in more conservative physiological responses with more technical-tactical actions",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of SSGs and their potential effects on physical, physiological, and psychological responses"
Study216,HABD torque would decrease after a fatiguing run,NA,none,motivated,TRUE,isolated fatigue of the HABDs increased frontal-plane hip excursion through loading and the knee-adduction and hip-abduction angles at initial contact during running and jumping tasks,"The study's purpose is to assess the effect of a fatiguing run on HABD torque, which motivates this hypothesis"
Study216,Gait variables previously associated with lower extremity overuse injury would be negatively correlated with HABD torque,NA,none,motivated,TRUE,a fatiguing run influenced gait in ways that emulated the biomechanics of persons with decreased HABD strength,"The study's purpose is to evaluate correlations, in both rested and fatigued states, between HABD torque and gait mechanics previously associated with running-related injuries"
Study217,"rowing ergometer performance would decline after completing high-fatigue RT protocols, while low-fatigue RT protocols would not cause systematic changes",NA,none,consistent,FALSE,NA,"The hypotheses are based on the general idea that high-fatigue RT protocols may interfere with rowing performance, but no specific theoretical framework is mentioned."
Study217,lower-body RT protocols would have a greater negative impact on rowing performance compared with upper-body RT protocols,NA,none,consistent,FALSE,NA,"The hypotheses are based on the general idea that lower-body RT protocols may have a greater impact on rowing performance, but no specific theoretical framework is mentioned."
Study218,it was hypothesized that subjects would achieve greater 1RM scores under HBD conditions and that there would be no difference in kinematic and kinetic variables between the exercises across all load conditions,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the previous research findings, but there is no explicit theoretical grounding."
Study219,the MULTI protocol would induce higher responses in all the dependent variables assessed compared with the SINGLE,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the desire to understand the acute metabolic and indirect muscle damage responses, but there is no explicit theoretical grounding."
Study220,"PEBA midsole would have better RE than EVA midsole when both conditions are fresh; however, the PEBA midsole would suffer more wear after 450 km, which could negatively affect biomechanics and RE.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of shoe technology and midsole materials, but no explicit theory is cited."
Study221,"repeated rapid contractions mostly induced a decrement in the net neural drive with the consequence of lowering the early phase RFD (i.e., the first 50 ms of force production)",NA,none,motivated,TRUE,the rapid contractile capacities are expected to be lowered due to a decrement in the net neural drive,the hypothesis is motivated by the theoretical context of neuromuscular mechanisms underlying rapid muscle contractions
Study223,a longitudinal resisted sprint training program would also improve ice skating speed and acceleration,Self-Determination Theory,implicit,consistent,FALSE,NA,"The theoretical reasoning is implied by the conceptual language used, suggesting that the training program will improve ice skating performance"
Study223,"both intervention groups would improve ice skating speed, acceleration, and agility beyond any improvements displayed by the control group",NA,none,consistent,FALSE,NA,"The hypothesis is not attributed to a specific theory, but the conceptual language used implies that the training programs will have a positive effect on ice skating performance"
Study223,ice skating kinematics and kinetics would be altered by participation in either resisted sprint training intervention,NA,none,consistent,FALSE,NA,"The hypothesis is not attributed to a specific theory, but the conceptual language used implies that the training programs will have an effect on ice skating kinematics and kinetics"
Study224,"a greater magnitude (90% of 1 repetition maximum [RM]) of loading would yield more positive clinical, functional, and structural outcomes compared with a lower magnitude (55% of 1 RM) of loading",Mechanobiology,explicit,derived,TRUE,tissue loading results in strain on the fibroblasts and thus initiates the synthesis of collagen and other extracellular matrix components important for the tendon healing process,The hypothesis follows deductively from the theory's core claims about the response of the tendon to various exercises (doses) and the importance of load magnitude in initiating the synthesis of collagen and other extracellular matrix components.
Study225,"plyometric-based structured game active breaks would improve FMS competence, muscular fitness parameters, student self-perception, and student's actual behaviour.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the need to shape more effective educational practices, but no explicit theoretical grounding is provided."
Study226,runners with larger tendons would exhibit increased flight time and reduced contact time due to their presumably improved capacity for storing and releasing greater elastic energy,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of the stretch-shortening cycle and the role of tendons in energy storage and release, but no explicit logical connection is stated."
Study227,NHE training would result in improved performance in all the dependent variables,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of resistance training and its effects on athletic performance, but no explicit theory is cited."
Study227,the 1-day format would be just as effective as the 2-day format,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical framework of resistance training and its effects on athletic performance, but no explicit theory is cited."
Study228,"both subjective MF and PF would be increased post-match, comparative to pre",NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the context of athlete performance and fatigue, but no explicit theoretical framework is provided."
Study228,MF and PF would emerge as separate perceptual constructs,NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the context of athlete performance and fatigue, but no explicit theoretical framework is provided."
Study229,KT can reduce ankle plantarflexion angle and increase ankle dorsiflexion and eversion angles and moments compared with NT and PT.,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the theoretical framework of KT's effects on ankle biomechanics, but no explicit logical connection is stated."
Study230,"Combining NO3- and NAC supplementation before 1 h of cycling would 1) elevate preexercise plasma [CYS] and [GSH] while reducing the oxidative stress biomarker plasma malondialdehyde ([MDA]), to a greater extent compared to ingestion of NO3- or NAC alone; 2) attenuate the expected decline in neuromuscular function to a greater extent than ingestion of NO3- or NAC alone; and therefore, 3) improve TTE to a greater extent than ingestion of NO3- or NAC alone.",NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the theoretical framework of Self-Determination Theory and Central Governor Model, but no explicit logical connection is stated."
Study231,post BET would enhance physical and cognitive performance in both single and multitasking conditions compared with standard physical training alone.,NA,none,consistent,FALSE,NA,"The hypothesis is not explicitly linked to a theory, but the conceptual language used implies that it might be consistent with some theories."
Study232,a prior MVIC would result in improved power clean performance across all contrast sets,Central Governor Model,explicit,consistent,FALSE,NA,"The hypothesis is consistent with the Central Governor Model, which suggests that increased force generation capability can enhance performance"
Study233,hamstrings stiffness would be positively associated with eccentric hamstrings strength,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical reasoning that hamstrings stiffness may play an important role in limiting ACL loading, but there is no explicit logical connection to a named theory."
Study233,both greater eccentric hamstrings strength and stiffness would be associated with landing profiles consistent with less ACL loading,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the theoretical reasoning that greater hamstrings stiffness may reduce ACL loading, but there is no explicit logical connection to a named theory."
Study234,an optimum support foot position would generate higher ball speed and accuracy during football instep kicking,NA,none,motivated,FALSE,NA,"The hypothesis is inspired by the theoretical framework of the Speed-Accuracy Trade-Off, but there is no explicit logical connection between the theory and the hypothesis."
Study235,"short bouts of tensional loading, initiated 2 weeks after the injury, would lead to a tendon callus with higher elastic modulus",Constraint-Led Approach,explicit,derived,TRUE,the specific causal pathway as described in the text (null if not specified),"this hypothesis follows deductively from the Constraint-Led Approach's core claims, given explicit auxiliary assumptions"
Study235,early loading would increase patient satisfaction,Constraint-Led Approach,explicit,derived,TRUE,the specific causal pathway as described in the text (null if not specified),"this hypothesis follows deductively from the Constraint-Led Approach's core claims, given explicit auxiliary assumptions"
Study236,The NP shoes would allow people to run with less knee flexion and smaller peak knee moments.,Constraint-Led Approach,explicit,derived,TRUE,Changes in metatarsophalangeal (MTP) and ankle joint mechanics.,The hypothesis follows from the Constraint-Led Approach's core claims about energy storage and return.
Study236,"The peak ankle extensor moment would be greater, while dorsiflexion and negative work at the MTP joint would be less.",Central Governor Model,implicit,consistent,TRUE,"Changes in metatarsophalangeal (MTP) and ankle joint mechanics, and the stiffening effects of the plate on the MTP joint.",The hypothesis is consistent with the Central Governor Model's concepts about energy storage and return.
Study237,there would be significant interleg differences in knee biomechanics during side-cutting of the individuals with ACLR,NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the study's aim to evaluate and compare knee kinematics and kinetics during side-cutting, but no explicit theoretical framework is provided."
Study237,the contralateral leg would also have altered knee biomechanics,NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the study's aim to evaluate and compare knee kinematics and kinetics during side-cutting, but no explicit theoretical framework is provided."
Study237,there would be significant differences between individuals with ACLR and healthy controls,NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the study's aim to evaluate and compare knee kinematics and kinetics during side-cutting, but no explicit theoretical framework is provided."
Study237,the reconstructed leg would have significant strength deficits in the quadriceps and hamstring compared with the contralateral and healthy control legs,NA,none,motivated,FALSE,NA,"The hypotheses are motivated by the study's aim to evaluate and compare knee kinematics and kinetics during side-cutting, but no explicit theoretical framework is provided."
Study238,"high-intensity strength training (85% 1-repetition maximum) would increase CSE and reduce SICI, whilst low-intensity strength training (<30% 1-RM), would increase CSE and have no effect on SICI.",Central Governor Model,explicit,consistent,TRUE,modulated SICI in an intensity-specific manner,"The hypothesis is consistent with the Central Governor Model, which suggests that changes in CSE and SICI are critical for selective activation of muscles."
Study239,"If muscle cooling only facilitates acute recovery, a subsequent performance should demonstrate minimal decreases, but there should be no performance enhancement.",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of muscle cooling and its potential effects on performance, but there is no explicit theoretical grounding."
Study239,We hypothesized that precooling would enhance subsequent performance in a similar fashion that mid-cooling would improve subsequent performance.,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the context of precooling and mid-cooling, but there is no explicit theoretical grounding."
Study241,all BT programs would result in balance and muscle power improvements in prepubertal children,NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the existing literature, but no explicit theoretical framework is provided."
Study241,"children would benefit more from dynamic BT (high task difficulty), due to the multiple postural control strategies involved in such training",NA,none,motivated,FALSE,NA,"The hypothesis is motivated by the idea that prepubertal children rely on a premature postural control system, but no explicit theoretical framework is provided."
Study242,"the mean F M-L would increase in the curve, with a concomitant decrease in the mean F V and F A-P, and the F TOT in the curve would remain similar to the straight",Constant Limb Hypothesis,explicit,consistent,TRUE,the increasing anterior-posterior velocity (V A-P ) impacts the GRF in the curve,"this hypothesis follows from the Constant Limb Hypothesis, which postulates that the vertical force (F V) would decrease and the mediallateral force (F M-L) would increase to produce the centripetal force"
Study242,the stance times would increase to produce a IMP V similar to the straight,Constant Limb Hypothesis,explicit,consistent,TRUE,the reduced mean F V in the curve would require an increase in stance times to maintain a similar IMP V,"this hypothesis follows from the Constant Limb Hypothesis, which postulates that the vertical force (F V) would decrease and the mediallateral force (F M-L) would increase to produce the centripetal force"
Study243,dynamic hip ROM would improve after hip arthroscopy,NA,none,motivated,FALSE,NA,"The study aims to investigate the relationship between PROs and biomechanical function before and after hip arthroscopy, but no explicit theory is cited."
Study243,hip dynamic ROM would be associated with changes in PRO scores at both 6 months and 1 year,NA,none,motivated,FALSE,NA,"The study aims to investigate the relationship between PROs and biomechanical function before and after hip arthroscopy, but no explicit theory is cited."
Study244,acute fasting would negatively influence performance and increase subjective perceptions of hunger and satiety proportionally to the fasting time,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the context of intermittent fasting and its potential effects on physical performance, but no explicit theoretical framework is provided."
Study245,the posterior peroneus longus compartment would present a lower EMG amplitude in the CAI group compared to No-CAI group,NA,none,consistent,FALSE,NA,"The hypothesis is motivated by the discussion of CAI and its relationship to ankle sprains, but no explicit theoretical framework is provided."
