article_id,detection_type,name,theory_framework_type,role,tested_prediction,prediction_strength,boundary_conditions_met,rival_theories_acknowledged,justification,confidence,name_raw
Study153,implicit,Kinetic Chain Theory,causal,operational,"Throwing with a crow hop will generate lower elbow torque than standing throws at each distance, because the crow hop promotes recruitment of the core and lower body, supplementing the kinetic chain and reducing the effort required from the upper extremity.",strong,within,FALSE,"Throwing with a crow hop will generate lower elbow torque than standing throws at each distance, because the crow hop promotes recruitment of the core and lower body, supplementing the kinetic chain and reducing the effort required from the upper extremity.",0.75,Kinetic Chain Theory
Study154,explicit,Force-Velocity-Power Relationship In Sprinting,mathematical,operational,"RSS training with a load corresponding to 50% velocity decrement (L_50%vdec), which maximizes horizontal power production, will improve sprint acceleration performance and underlying mechanical variables (e.g., P_max, F_0) more than training with a light load (10% BM) or unresisted sprinting.",strong,within,TRUE,NA,0.9,Force-Velocity-Power Relationship in Sprinting
Study154,explicit,Mechanical Phase-Specificity Of Sprint Acceleration,taxonomic,contextual,NA,absent,within,FALSE,NA,0.8,Mechanical Phase-Specificity of Sprint Acceleration
Study158,explicit,Fick Principle (As Applied To Vo2max),mathematical,operational,"Cardiac output (CO) is the primary determinant of VO2max, and differences in the acute CO response to HIIE will mediate sex differences in training-induced changes in VO2max.",strong,within,FALSE,NA,0.9,Fick Principle (as applied to VO2max)
Study158,implicit,Acute-Chronic Adaptation Link (In Exercise Physiology),causal,operational,"The acute cardiovascular response to an exercise stimulus (specifically, the magnitude of CO and SV stress) is a key mediator of the chronic adaptive increase in VO2max resulting from that training modality.",moderate,within,FALSE,"The acute cardiovascular response to an exercise stimulus (specifically, the magnitude of CO and SV stress) is a key mediator of the chronic adaptive increase in VO2max resulting from that training modality.",0.7,Acute-Chronic Adaptation Link (in exercise physiology)
Study161,explicit,Ecological Dynamics,paradigm,contextual,NA,absent,within,FALSE,NA,0.9,Ecological Dynamics
Study161,explicit,Multifactorial Model Of Sports Performance,taxonomic,contextual,NA,absent,within,FALSE,NA,0.75,Multifactorial Model of Sports Performance
Study161,implicit,Psychobiological State Model Of Mental Fatigue,causal,operational,Higher exposure time to smartphone applications (inducing mental fatigue) leads to higher impairment in passing decision-making performance.,moderate,within,FALSE,Higher exposure time to smartphone applications (inducing mental fatigue) leads to higher impairment in passing decision-making performance.,0.7,Psychobiological State Model of Mental Fatigue
Study164,implicit,Temperature-Induced Reduction In Tissue Metabolism,causal,operational,"Cold-water immersion at 10°C, but not at 15°C, will reduce muscle oxygen consumption (mVO₂) post-immersion.",moderate,within,FALSE,"Cold-water immersion at 10°C, but not at 15°C, will reduce muscle oxygen consumption (mVO₂) post-immersion.",0.7,Temperature-Induced Reduction in Tissue Metabolism
Study166,explicit,Postactivation Performance Enhancement (Pape),causal,operational,A session of very low-volume exercise stimulus (resistance priming) can increase a range of subsequent physical capacities for up to 48 hours.,moderate,within,FALSE,NA,0.8,Postactivation Performance Enhancement (PAPE)
Study166,implicit,Specificity Of Training Principle,causal,operational,"Priming activity may have to be specific to subsequent performance requirements to maximize neuromuscular performance. Therefore, BEP (ballistic exercise priming) will induce superior performance enhancements for ballistic tasks compared to HRP (heavy resistance priming).",moderate,within,FALSE,"Priming activity may have to be specific to subsequent performance requirements to maximize neuromuscular performance. Therefore, BEP (ballistic exercise priming) will induce superior performance enhancements for ballistic tasks compared to HRP (heavy resistance priming).",0.7,Specificity of Training Principle
Study168,implicit,Concurrent Training Interference Theory,causal,operational,"Lower-body HIIT will acutely reduce lower-body (squat) explosive strength, but not upper-body (bench press) explosive strength. Combined HIIT and strength loading (squat or bench press) will lead to reductions in both squat and bench press explosive strength.",moderate,within,FALSE,"Lower-body HIIT will acutely reduce lower-body (squat) explosive strength, but not upper-body (bench press) explosive strength. Combined HIIT and strength loading (squat or bench press) will lead to reductions in both squat and bench press explosive strength.",0.7,Concurrent Training Interference Theory
Study168,implicit,Sex-Based Differences In Fatigability,causal,operational,The magnitude of acute reductions in explosive strength following concurrent exercise will be lower in women than was previously shown in men.,weak,within,FALSE,The magnitude of acute reductions in explosive strength following concurrent exercise will be lower in women than was previously shown in men.,0.65,Sex-Based Differences in Fatigability
Study168,implicit,Menstrual Cycle Phase Effects On Neuromuscular Performance,causal,contextual,NA,absent,within,FALSE,NA,0.6,Menstrual Cycle Phase Effects on Neuromuscular Performance
Study169,implicit,Ecological Dynamics,paradigm,contextual,NA,absent,within,FALSE,NA,0.7,Ecological Dynamics / Constraints-Led Approach (as a paradigm)
Study171,implicit,Somatosensory Feedback Model Of Proprioception,causal,operational,"Graduated compression socks (GCSs) will retain ankle proprioception during prolonged running by increasing sensory input (tactile stimulation) to skin receptors, thereby enhancing somatosensory feedback and compensating for fatigue-induced declines.",moderate,within,FALSE,"Graduated compression socks (GCSs) will retain ankle proprioception during prolonged running by increasing sensory input (tactile stimulation) to skin receptors, thereby enhancing somatosensory feedback and compensating for fatigue-induced declines.",0.7,Somatosensory Feedback Model of Proprioception
Study171,implicit,Fatigue-Injury Model (Via Proprioception Decline),causal,operational,"Increased fatigue (assessed by blood lactate and RPE) is associated with a decline in ankle proprioception during prolonged running, and this decline is linked to increased injury risk.",moderate,within,FALSE,"Increased fatigue (assessed by blood lactate and RPE) is associated with a decline in ankle proprioception during prolonged running, and this decline is linked to increased injury risk.",0.65,Fatigue-Injury Model (via Proprioception Decline)
Study172,implicit,Fatigue-Asymmetry Relationship Theory,causal,operational,Upper limb force asymmetry will not increase during a maximal 30s anaerobic Wingate test.,weak,outside,TRUE,Upper limb force asymmetry will not increase during a maximal 30s anaerobic Wingate test.,0.6,Fatigue-Asymmetry Relationship Theory
Study172,implicit,Functional Classification-Performance Theory,causal,operational,High-point (HP) wheelchair basketball players will show greater asymmetry and greater performance (power) than low-point (LP) players.,weak,within,TRUE,High-point (HP) wheelchair basketball players will show greater asymmetry and greater performance (power) than low-point (LP) players.,0.55,Functional Classification-Performance Theory
Study172,implicit,Sex-Performance-Asymmetry Theory,causal,operational,Male wheelchair basketball players will show greater asymmetry and greater performance than female players.,weak,unclear,FALSE,Male wheelchair basketball players will show greater asymmetry and greater performance than female players.,0.5,Sex-Performance-Asymmetry Theory
Study173,explicit,Post-Activation Potentiation (Pap),causal,operational,"A combination of cycling (high or low-intensity) with plyometrics will enhance vertical jump performance compared to a control condition, with the time-course of enhancement differing between high and low-intensity conditions.",moderate,within,TRUE,NA,0.9,Post-Activation Potentiation (PAP)
Study173,explicit,Post-Activation Performance Enhancement (Pape),causal,operational,"Performance enhancement will occur at a specific time point after the conditioning activity, and the optimal recovery time may differ based on athlete training status (trained vs. recreational).",moderate,within,TRUE,NA,0.85,Post-Activation Performance Enhancement (PAPE)
Study173,implicit,Fatigue-Pap Balance Model,causal,contextual,NA,absent,within,FALSE,NA,0.7,Fatigue-PAP Balance Model
Study174,implicit,Joint Work Redistribution Model (Fatigue-Induced Movement Adaptation),causal,operational,"Fatigue will induce kinematic and kinetic adaptations (i.e., a redistribution of joint work/contributions) during accelerated running.",moderate,within,FALSE,"Fatigue will induce kinematic and kinetic adaptations (i.e., a redistribution of joint work/contributions) during accelerated running.",0.7,Joint Work Redistribution Model (fatigue-induced movement adaptation)
Study178,explicit,Startreact Paradigm (As A Model Of Rst Function),causal,operational,"The effects of a startle stimulus over reaction time and RFD are mediated by the release of a preplanned action from the reticular formation, speeding the initial response and adding to corticospinal input. Therefore, differences in these outcomes (reaction time, RFD, sEMG) between groups reflect differences in RST efficacy.",moderate,within,FALSE,NA,0.8,StartReact Paradigm (as a model of RST function)
Study178,implicit,Reticulospinal Tract (Rst) Efficacy Model,causal,operational,"Resistance-trained climbers, who would have experienced increases in reticulospinal input efficacy due to chronic climbing and RT, would exhibit greater reductions in reaction times and increases in RFD and sEMG when exposed to a startle stimulus during a reaction time task.",moderate,within,TRUE,"Resistance-trained climbers, who would have experienced increases in reticulospinal input efficacy due to chronic climbing and RT, would exhibit greater reductions in reaction times and increases in RFD and sEMG when exposed to a startle stimulus during a reaction time task.",0.75,Reticulospinal Tract (RST) Efficacy Model
Study180,implicit,Stretch-Shortening Cycle (Ssc) Function As A Causal Mechanism,causal,operational,The decrease in SSC function after cycling causes (negatively affects) the cardiorespiratory and biomechanical changes observed in subsequent running.,moderate,within,FALSE,The decrease in SSC function after cycling causes (negatively affects) the cardiorespiratory and biomechanical changes observed in subsequent running.,0.7,Stretch-Shortening Cycle (SSC) Function as a Causal Mechanism
Study181,implicit,Neural Adaptation Theory Of Resistance Training,causal,contextual,NA,absent,within,FALSE,NA,0.6,Neural Adaptation Theory of Resistance Training
Study182,implicit,Limb Dominance/Lateralization Framework,taxonomic,contextual,NA,absent,within,FALSE,NA,0.7,Limb Dominance/Lateralization Framework
Study182,implicit,Neuromuscular Adaptation Theory (Offset Loading),causal,operational,"Offset loading (applying uneven resistance) will increase limb GRF and muscle EMG in the side resisted by the heavier load, and offset loading toward the ND limb will produce more symmetrical GRF and EMG than traditional loading.",weak,unclear,FALSE,"Offset loading (applying uneven resistance) will increase limb GRF and muscle EMG in the side resisted by the heavier load, and offset loading toward the ND limb will produce more symmetrical GRF and EMG than traditional loading.",0.6,Neuromuscular Adaptation Theory (Offset Loading)
Study183,implicit,Muscle Oxygenation Theory Of Strength Recovery,causal,operational,"Local vibration therapy (VT) will increase muscle oxygen resaturation rates after exercise-induced muscle damage (EIMD), and this increased oxygenation will attenuate the associated strength loss.",moderate,within,FALSE,"Local vibration therapy (VT) will increase muscle oxygen resaturation rates after exercise-induced muscle damage (EIMD), and this increased oxygenation will attenuate the associated strength loss.",0.7,Muscle Oxygenation Theory of Strength Recovery
Study184,implicit,Metabolic Stress Theory Of Mitochondrial Biogenesis,causal,operational,Mitochondrial content will be increased to a greater extent after interval (INT) training compared to work- and intensity-matched continuous (CONT) training.,moderate,within,FALSE,Mitochondrial content will be increased to a greater extent after interval (INT) training compared to work- and intensity-matched continuous (CONT) training.,0.7,Metabolic Stress Theory of Mitochondrial Biogenesis
Study190,explicit,Corollary Discharge / Central Motor Command Model Of Perceived Exertion,causal,operational,"Mental fatigue will result in higher RPEs, and these increased RPEs will be associated with an elevated central motor command and consequently an increased amplitude of the MRCP.",moderate,within,TRUE,NA,0.9,Corollary Discharge / Central Motor Command Model of Perceived Exertion
Study190,explicit,Afferent Input Model Of Perceived Exertion,causal,contextual,NA,absent,within,TRUE,NA,0.85,Afferent Input Model of Perceived Exertion
Study190,explicit,Altered Neural Signal Processing Model,causal,contextual,NA,absent,within,TRUE,NA,0.8,Altered Neural Signal Processing Model
Study193,implicit,Nonlinear Dynamical Systems Theory (Applied To Neuromuscular Control),causal,operational,"Following ACL injury and reconstruction, individuals will demonstrate increased torque complexity (quantified via sample entropy) in the involved limb compared to the uninvolved limb, and torque complexity will not return to uninjured limb levels by return to activity.",moderate,within,TRUE,"Following ACL injury and reconstruction, individuals will demonstrate increased torque complexity (quantified via sample entropy) in the involved limb compared to the uninvolved limb, and torque complexity will not return to uninjured limb levels by return to activity.",0.7,Nonlinear Dynamical Systems Theory (applied to neuromuscular control)
Study193,implicit,Neuromuscular Physiology Of Force Control,causal,contextual,NA,absent,within,FALSE,NA,0.6,Neuromuscular Physiology of Force Control
Study194,implicit,Nitrate Supplementation And Fast-Twitch Muscle Function,causal,operational,"Acute nitrate supplementation will enhance power output during concentric and eccentric contractions, with a greater effect for eccentric contractions.",moderate,within,FALSE,"Acute nitrate supplementation will enhance power output during concentric and eccentric contractions, with a greater effect for eccentric contractions.",0.7,Nitrate Supplementation and Fast-Twitch Muscle Function
Study196,implicit,Perceptual Regulation Theory (Rpe-Based Exercise Prescription),causal,operational,"Walking speed becomes progressively slower in hypoxia compared to normoxia when exercise intensity is perceptually regulated (RPE = 14), resulting in similar physiological and perceptual responses between conditions.",moderate,within,TRUE,"Walking speed becomes progressively slower in hypoxia compared to normoxia when exercise intensity is perceptually regulated (RPE = 14), resulting in similar physiological and perceptual responses between conditions.",0.75,Perceptual Regulation Theory (RPE-based exercise prescription)
Study196,implicit,Psychobiological Model Of Exercise Tolerance (Implicit),causal,contextual,NA,absent,within,FALSE,NA,0.65,Psychobiological Model of Exercise Tolerance (implicit)
Study197,implicit,Thermoregulatory-Performance Relationship,causal,operational,"Menthol mouth rinse will attenuate the rise in thermal sensation, which could differ between Forwards and Backs (due to body composition differences affecting thermoregulation).",moderate,within,FALSE,"Menthol mouth rinse will attenuate the rise in thermal sensation, which could differ between Forwards and Backs (due to body composition differences affecting thermoregulation).",0.7,Thermoregulatory-Performance Relationship
Study197,implicit,Athlete-Perception Modification Hypothesis,causal,contextual,NA,absent,unclear,FALSE,NA,0.6,Athlete-Perception Modification Hypothesis
Study199,explicit,Force-Velocity (F-V) Relationship,mathematical,operational,"The F-V profile (characterized by F0, V0, Pmax) will differ between speed climbers of different performance levels (international vs. national) and between sexes, with international men showing superior results.",moderate,within,FALSE,NA,0.9,Force-Velocity (F-V) Relationship
Study200,implicit,Antioxidant/Anti-Inflammatory Theory Of Muscle Damage,causal,operational,"ELJ supplementation (due to its antioxidant/anti-inflammatory compounds) will reduce exercise-induced muscle damage, leading to faster recovery of muscle function and less DOMS compared to placebo.",moderate,within,FALSE,"ELJ supplementation (due to its antioxidant/anti-inflammatory compounds) will reduce exercise-induced muscle damage, leading to faster recovery of muscle function and less DOMS compared to placebo.",0.7,Antioxidant/Anti-inflammatory Theory of Muscle Damage
Study200,implicit,Androgenic/Hormonal Theory Of Recovery,causal,contextual,NA,absent,within,FALSE,NA,0.65,Androgenic/Hormonal Theory of Recovery
Study201,implicit,Bone Stress Injury Etiology (Mechanical Loading Imbalance),causal,contextual,NA,absent,within,TRUE,NA,0.7,Bone Stress Injury Etiology (Mechanical Loading Imbalance)
Study201,implicit,Muscle-Mediated Shock Attenuation Model,causal,operational,"Better muscle function (strength, power, endurance) will be negatively correlated with the increase in Peak Tibial Acceleration (PTA) during a fatiguing run.",moderate,within,TRUE,"Better muscle function (strength, power, endurance) will be negatively correlated with the increase in Peak Tibial Acceleration (PTA) during a fatiguing run.",0.75,Muscle-Mediated Shock Attenuation Model
Study202,explicit,Osmotically Inactive Sodium Store Hypothesis,causal,contextual,NA,absent,within,TRUE,NA,0.8,Osmotically Inactive Sodium Store Hypothesis
Study202,implicit,Sodium Homeostasis / Osmotic Regulation Model,causal,operational,"Personalized sodium replacement will (1) increase ad libitum fluid intake and net water balance, (2) increase postexercise plasma sodium and osmolality, (3) reduce heart rate and rectal temperature during exercise, (4) reduce postexercise urinary sodium excretion following no sodium replacement, but (5) will not influence hydration status 24 hours postexercise.",moderate,within,TRUE,"Personalized sodium replacement will (1) increase ad libitum fluid intake and net water balance, (2) increase postexercise plasma sodium and osmolality, (3) reduce heart rate and rectal temperature during exercise, (4) reduce postexercise urinary sodium excretion following no sodium replacement, but (5) will not influence hydration status 24 hours postexercise.",0.7,Sodium Homeostasis / Osmotic Regulation Model
Study203,implicit,Metabolic Stress Theory Of Muscle Hypertrophy,causal,operational,"Higher time under tension (TUT) will result in a greater blood lactate (Blood LAC) response, which is a proxy for metabolic stress linked to muscle hypertrophy.",moderate,within,TRUE,"Higher time under tension (TUT) will result in a greater blood lactate (Blood LAC) response, which is a proxy for metabolic stress linked to muscle hypertrophy.",0.75,Metabolic Stress Theory of Muscle Hypertrophy
Study203,implicit,Neuromuscular Activation Theory Of Strength Adaptation,causal,operational,"Higher load resistance training will result in greater neuromuscular activation (surface EMG), which is linked to the early-phase strength increases in resistance training.",moderate,within,FALSE,"Higher load resistance training will result in greater neuromuscular activation (surface EMG), which is linked to the early-phase strength increases in resistance training.",0.7,Neuromuscular Activation Theory of Strength Adaptation
Study204,explicit,Postactivation Potentiation (Pap),causal,contextual,NA,absent,within,FALSE,NA,0.9,Postactivation Potentiation (PAP)
Study204,explicit,Postactivation Performance Enhancement (Pape),causal,contextual,NA,absent,within,FALSE,NA,0.9,Postactivation Performance Enhancement (PAPE)
Study204,implicit,Maturity-Dependent Neuromuscular Adaptation,causal,operational,"A standardized dynamic warm-up would have greater beneficial effects on short-term high-intensity exercise performance (i.e., vertical jump performance) in postpubertal than in prepubertal male youngsters.",moderate,within,TRUE,"A standardized dynamic warm-up would have greater beneficial effects on short-term high-intensity exercise performance (i.e., vertical jump performance) in postpubertal than in prepubertal male youngsters.",0.7,Maturity-Dependent Neuromuscular Adaptation
Study204,implicit,Task Complexity Modulation Of Warm-Up Effects,causal,operational,"The benefits of warm-up in postpubertal athletes could be greater during the Squat Jump (SJ) than during the Drop Jump (DJ) because SJ performance is more influenced by increases in muscle temperature, whereas DJ performance, requiring a stretch-shortening cycle and coordination, is too complex to be influenced by a simple standardized dynamic warm-up.",strong,unclear,FALSE,"The benefits of warm-up in postpubertal athletes could be greater during the Squat Jump (SJ) than during the Drop Jump (DJ) because SJ performance is more influenced by increases in muscle temperature, whereas DJ performance, requiring a stretch-shortening cycle and coordination, is too complex to be influenced by a simple standardized dynamic warm-up.",0.65,Task Complexity Modulation of Warm-up Effects
Study206,implicit,Mechanical Determinants Of Golf Performance (Implicit Framework),taxonomic,operational,"Upper- and lower-body strength, contractile power, and rate of force development (RFD) will be positively correlated with club head speed (CHS). Anthropometric characteristics (arm length, body height, body mass) and active range of motion (AROM) will correlate positively with maximal CHS.",weak,within,FALSE,"Upper- and lower-body strength, contractile power, and rate of force development (RFD) will be positively correlated with club head speed (CHS). Anthropometric characteristics (arm length, body height, body mass) and active range of motion (AROM) will correlate positively with maximal CHS.",0.6,Mechanical Determinants of Golf Performance (Implicit Framework)
Study207,explicit,Mindfulness (As A State/Trait Cognitive Framework),taxonomic,operational,"High dispositional mindfulness will lead to better motor performance and retention than low dispositional mindfulness, and will moderate the effectiveness of PETTLEP imagery training.",moderate,within,FALSE,NA,0.7,Mindfulness (as a state/trait cognitive framework)
Study207,explicit,Pettlep Model Of Imagery,taxonomic,operational,"Imagery training structured around the seven PETTLEP elements (Physical, Environment, Task, Timing, Learning, Emotion, Perspective) will enhance motor performance and retention. Specifically, an internal imagery perspective will be more effective than an external one for the closed skill of basketball shooting.",moderate,within,FALSE,NA,0.8,PETTLEP Model of Imagery
Study207,explicit,Functional Equivalence Hypothesis,causal,contextual,NA,absent,within,FALSE,NA,0.9,Functional Equivalence Hypothesis
Study208,implicit,Exercise-Induced Cognitive Enhancement Framework,causal,operational,"Aerobic exercise enhances working memory in MA-dependent patients, with high-intensity exercise producing stronger effects than moderate-intensity exercise.",moderate,within,FALSE,"Aerobic exercise enhances working memory in MA-dependent patients, with high-intensity exercise producing stronger effects than moderate-intensity exercise.",0.7,Exercise-induced cognitive enhancement framework
Study208,implicit,Neurocognitive Model Of Addiction/Relapse,causal,contextual,NA,absent,within,FALSE,NA,0.6,Neurocognitive model of addiction/relapse
Study210,implicit,Biomechanical Determinants Of Swimming Performance,taxonomic,operational,Impairment type and severity (specifically unilateral forearm amputation) will impact the determinants of swimming performance (intracyclic velocity fluctuation and Froude efficiency) by compromising propulsion generation and coordination.,moderate,within,FALSE,Impairment type and severity (specifically unilateral forearm amputation) will impact the determinants of swimming performance (intracyclic velocity fluctuation and Froude efficiency) by compromising propulsion generation and coordination.,0.6,Biomechanical Determinants of Swimming Performance
Study211,explicit,Optimal Theory (Optimizing Performance Through Intrinsic Motivation And Attention For Learning),causal,operational,Enhanced expectancies of success (via easier success criteria) will lead to improved task performance and learning (and more optimized club kinematics).,moderate,within,FALSE,NA,0.9,OPTIMAL theory (Optimizing Performance Through Intrinsic Motivation and Attention for Learning)
Study213,explicit,Sensory Reweighting Theory,causal,operational,"CAI patients will demonstrate decreased dynamic postural control in the stroboscopic vision (SV) condition compared to copers and controls, based on their increased reliance on visual input.",moderate,within,FALSE,NA,0.9,Sensory Reweighting Theory
Study214,explicit,Principle Of Training Specificity,taxonomic,contextual,NA,absent,within,FALSE,NA,0.7,Principle of Training Specificity
Study214,implicit,Shared Locomotive Central Pattern Generators (Cpgs) Framework,causal,operational,"Backward running (BR) training will improve forward running (FR) and related athletic qualities (sprinting, CoD, jumping, RSA) in youth male soccer players.",weak,within,FALSE,"Backward running (BR) training will improve forward running (FR) and related athletic qualities (sprinting, CoD, jumping, RSA) in youth male soccer players.",0.6,Shared Locomotive Central Pattern Generators (CPGs) Framework
Study216,implicit,Biomechanical Overuse Injury Model (Implicit),causal,operational,"Hip abductor (HABD) torque will be negatively correlated with gait variables (e.g., hip adduction, internal rotation) previously associated with lower extremity overuse injury, and this relationship will be present in both rested and fatigued states.",moderate,within,TRUE,"Hip abductor (HABD) torque will be negatively correlated with gait variables (e.g., hip adduction, internal rotation) previously associated with lower extremity overuse injury, and this relationship will be present in both rested and fatigued states.",0.7,Biomechanical Overuse Injury Model (implicit)
Study216,implicit,Fatigue-Injury Model (Implicit),causal,operational,"A fatiguing run will decrease HABD torque, and fatigue is a theorized factor that may exacerbate the proposed causal pathway from HABD weakness to injurious gait mechanics.",moderate,within,FALSE,"A fatiguing run will decrease HABD torque, and fatigue is a theorized factor that may exacerbate the proposed causal pathway from HABD weakness to injurious gait mechanics.",0.65,Fatigue-Injury Model (implicit)
Study221,implicit,Neuromuscular Fatigue Mechanisms Framework,causal,operational,"Repeated rapid (burst-like) contractions will induce a decrement in the net neural drive to the muscles, which will consequently lower the early-phase rate of force development (RFD).",strong,within,FALSE,"Repeated rapid (burst-like) contractions will induce a decrement in the net neural drive to the muscles, which will consequently lower the early-phase rate of force development (RFD).",0.75,Neuromuscular Fatigue Mechanisms Framework
Study224,implicit,Mechanotransduction In Tendon Healing,causal,operational,"A greater magnitude of mechanical loading (90% 1RM) will yield more positive clinical, functional, and structural outcomes in patellar tendinopathy than a lower magnitude (55% 1RM) when exercise volume is equal.",moderate,within,FALSE,"A greater magnitude of mechanical loading (90% 1RM) will yield more positive clinical, functional, and structural outcomes in patellar tendinopathy than a lower magnitude (55% 1RM) when exercise volume is equal.",0.7,Mechanotransduction in Tendon Healing
Study226,explicit,Spring-Mass Model Of Running,mathematical,contextual,NA,absent,within,FALSE,NA,0.9,Spring-Mass Model of Running
Study226,explicit,Stretch-Shortening Cycle (Ssc),causal,contextual,NA,absent,within,FALSE,NA,0.85,Stretch-Shortening Cycle (SSC)
Study226,implicit,Tendon Function In Energy Storage/Release,causal,operational,"Runners with larger tendons (greater AT and PF CSA/thickness) will exhibit increased flight time and reduced contact time, particularly during barefoot running, due to an improved capacity for storing and releasing greater elastic energy.",moderate,within,FALSE,"Runners with larger tendons (greater AT and PF CSA/thickness) will exhibit increased flight time and reduced contact time, particularly during barefoot running, due to an improved capacity for storing and releasing greater elastic energy.",0.7,Tendon Function in Energy Storage/Release
Study229,implicit,Proprioceptive/Sensory Stimulation Theory Of Taping,causal,operational,"Kinesio Taping (KT) will improve ankle kinematics (reduce plantarflexion, increase dorsiflexion/eversion) and kinetics (increase eversion moment) compared to No Taping (NT) and Placebo Taping (PT) during unexpected jumping.",moderate,within,TRUE,"Kinesio Taping (KT) will improve ankle kinematics (reduce plantarflexion, increase dorsiflexion/eversion) and kinetics (increase eversion moment) compared to No Taping (NT) and Placebo Taping (PT) during unexpected jumping.",0.7,Proprioceptive/Sensory Stimulation Theory of Taping
Study229,implicit,Expectancy/Placebo Theory,causal,operational,"Placebo Taping (PT) will NOT improve ankle kinematics and kinetics compared to No Taping (NT), and will be inferior to Kinesio Taping (KT).",moderate,within,TRUE,"Placebo Taping (PT) will NOT improve ankle kinematics and kinetics compared to No Taping (NT), and will be inferior to Kinesio Taping (KT).",0.75,Expectancy/Placebo Theory
Study229,implicit,Feed-Forward Motor Control Adaptation,causal,contextual,NA,absent,within,FALSE,NA,0.65,Feed-Forward Motor Control Adaptation
Study230,implicit,Nitric Oxide Bioavailability Model,causal,operational,"Combined nitrate (NO3-) and N-acetylcysteine (NAC) supplementation will elevate pre-exercise plasma cysteine and glutathione, reduce oxidative stress (plasma MDA), attenuate the decline in neuromuscular function, and improve subsequent time-to-exhaustion (TTE) to a greater extent than either supplement alone.",moderate,within,FALSE,"Combined nitrate (NO3-) and N-acetylcysteine (NAC) supplementation will elevate pre-exercise plasma cysteine and glutathione, reduce oxidative stress (plasma MDA), attenuate the decline in neuromuscular function, and improve subsequent time-to-exhaustion (TTE) to a greater extent than either supplement alone.",0.7,Nitric Oxide Bioavailability Model
Study231,explicit,Brain Endurance Training (Bet) Model,causal,operational,Post BET (cognitive task performed after physical training) will enhance physical and cognitive performance in both single and multitasking conditions compared to standard physical training alone.,moderate,within,FALSE,NA,0.8,Brain Endurance Training (BET) Model
Study231,implicit,Mental Fatigue-Performance Impairment Framework,causal,contextual,NA,absent,within,FALSE,NA,0.7,Mental Fatigue-Performance Impairment Framework
Study231,implicit,Dual-Task/Resource Competition Framework,paradigm,contextual,NA,absent,within,FALSE,NA,0.65,Dual-Task/Resource Competition Framework
Study232,explicit,Postactivation Performance Enhancement (Pape),causal,operational,A prior maximal voluntary isometric contraction (MVIC) at the starting position will result in improved power clean performance across all contrast sets.,moderate,within,TRUE,NA,0.9,Postactivation Performance Enhancement (PAPE)
Study232,explicit,Contrast Training Method,paradigm,contextual,NA,absent,within,FALSE,NA,0.8,Contrast Training Method
Study232,implicit,Joint-Specific Force Transfer Principle,causal,operational,An MVIC performed at the joint angle specific to the initiation of the concentric phase (the starting position) will be more effective at enhancing the performance of that specific movement (power clean) than an MVIC at a non-specific angle.,strong,within,FALSE,An MVIC performed at the joint angle specific to the initiation of the concentric phase (the starting position) will be more effective at enhancing the performance of that specific movement (power clean) than an MVIC at a non-specific angle.,0.75,Joint-Specific Force Transfer Principle
Study233,implicit,Musculotendinous Stiffness As A Protective Mechanism,causal,operational,"Greater hamstrings stiffness will be associated with landing biomechanics consistent with less ACL loading (specifically, lower vertical ground reaction force and internal knee-varus moment).",moderate,within,FALSE,"Greater hamstrings stiffness will be associated with landing biomechanics consistent with less ACL loading (specifically, lower vertical ground reaction force and internal knee-varus moment).",0.7,Musculotendinous Stiffness as a Protective Mechanism
Study233,implicit,Eccentric Strength As A Functional Surrogate/Determinant,causal,operational,"Greater eccentric hamstrings strength will be (1) positively associated with hamstrings stiffness, and (2) associated with landing biomechanics consistent with less ACL loading.",moderate,within,FALSE,"Greater eccentric hamstrings strength will be (1) positively associated with hamstrings stiffness, and (2) associated with landing biomechanics consistent with less ACL loading.",0.65,Eccentric Strength as a Functional Surrogate/Determinant
Study234,explicit,Speed-Accuracy Trade-Off,mathematical,contextual,NA,absent,within,FALSE,NA,0.9,Speed-Accuracy Trade-off
Study234,implicit,Kinetic Chain / Sequential Momentum Transfer Model,causal,contextual,NA,absent,within,FALSE,NA,0.75,Kinetic Chain / Sequential Momentum Transfer Model
Study234,implicit,Radius Of Gyration / Angular Velocity Mechanism,causal,operational,A closer support foot position to the ball generates greater ball speeds.,strong,within,FALSE,A closer support foot position to the ball generates greater ball speeds.,0.7,Radius of Gyration / Angular Velocity Mechanism
Study235,implicit,Tendon Mechanobiology / Mechanotransduction Theory,causal,operational,"Short bouts of tensional loading, initiated 2 weeks after injury, will lead to a tendon callus with a higher elastic modulus at 19 weeks.",moderate,within,TRUE,"Short bouts of tensional loading, initiated 2 weeks after injury, will lead to a tendon callus with a higher elastic modulus at 19 weeks.",0.75,Tendon mechanobiology / Mechanotransduction theory
Study236,implicit,Effective Mechanical Advantage (Ema) / Joint Gear Ratio Theory,causal,operational,The NP shoes would allow people to run with less knee flexion and smaller peak knee moments.,moderate,within,FALSE,The NP shoes would allow people to run with less knee flexion and smaller peak knee moments.,0.7,Effective Mechanical Advantage (EMA) / Joint Gear Ratio Theory
