article_id,hypothesis_text,linked_theory,linkage_strength,inference_type,mechanism_specified,mechanism_description,linkage_explanation
Study143,Factors related to explosive strength and maximal power would be more affected by a demanding field exercise than maximal strength.,Muscle Fiber Type-Specific Damage/Impairment Theory,implicit,abductive,TRUE,"That military field exercises negatively affect type II fibers to a larger degree than type I fibers, with larger muscle damage in type II fibers or a fiber type shift toward slower fiber types, because type II fibers have higher maximal contraction velocity and are important for explosive strength.","The hypothesis is logically connected to the theory that type II fibers are more susceptible to damage or impairment from high-activity exercises, which would disproportionately affect explosive strength."
Study143,These changes would be related to more pronounced impairments in type II fibers compared with type I fibers.,Muscle Fiber Type-Specific Damage/Impairment Theory,explicit,abductive,TRUE,Military field exercises cause larger muscle damage or functional impairment in type II fibers than in type I fibers.,This hypothesis is a direct operationalization of the Muscle Fiber Type-Specific Damage/Impairment Theory.
Study143,Changes in calcium-handling proteins are involved in this etiology.,Impaired Calcium Handling Theory,explicit,consistent,TRUE,"Prolonged high activity leads to dissociation of calstabin1 from RyR1 or fragmentation of RyR1, resulting in leaky channels, impaired Ca2+ release, and depressed muscle force, especially at lower stimulation frequencies.",The hypothesis is directly derived from the cited literature on impaired calcium handling as a mechanism for reduced muscle function after intense exercise.
Study143,The impairments in explosive strength and power together with the muscle cellular outcomes were expected to recover faster in women than men.,Sex-Specific Recovery Trajectory Theory,explicit,abductive,FALSE,NA,The hypothesis is based on the authors' prior observation that recovery of vertical jump performance differed between sexes despite similar initial decrements.
Study144,Energy cost would be reduced in the super shoes at two individual-based running paces.,Running Economy As A Determinant Of Performance,implicit,abductive,FALSE,NA,"The hypothesis is grounded in the consistent empirical finding that super shoes improve running economy, which is framed as a key determinant of performance."
Study144,Leg stiffness would be increased in the super shoes at two individual-based running paces.,Leg Stiffness-Running Economy Relationship,implicit,abductive,TRUE,Greater leg stiffness has been found to be associated with better running economy and might be a key factor affecting the efficacy of the super shoes.,"The hypothesis is motivated by the observed association between leg stiffness and running economy, with the suggestion that super shoes might work through this biomechanical factor."
Study145,Hamstring would develop less neuromuscular fatigue than quadriceps muscles.,Neuromuscular Fatigue Etiology Framework,implicit,consistent,TRUE,"The proportion of fatigue-resistant Type I muscle fibers is greater in hamstring compared with quadriceps muscles, suggesting that the hamstring muscles are less fatigable.",The hypothesis is consistent with the neuromuscular fatigue framework's focus on muscle fiber composition as a determinant of fatigability.
Study145,Recovery from fatiguing exercise would be slower in hamstring compared with quadriceps.,Neuromuscular Fatigue Etiology Framework,implicit,consistent,FALSE,NA,"The hypothesis is presented as a consequence of the presumed lower fatigability, linking it indirectly to the fiber-type reasoning within the fatigue framework."
Study145,W′ would be lower in hamstring compared with quadriceps.,Critical Torque / Critical Power Model,implicit,consistent,TRUE,The magnitude of W′ depleted was associated with the development of both neuromuscular fatigue and maximal force capacity.,"The hypothesis is consistent with the model's parameter W′ being linked to fatigue development, which is presumed to differ between muscle groups."
Study145,Critical torque (in absolute) would be lower in hamstring compared with quadriceps.,Critical Torque / Critical Power Model,implicit,consistent,TRUE,Critical torque is associated with the greatest sustainable oxidative metabolic rate and has been positively correlated with the proportion of fatigue-resistant Type I muscle fibers.,The hypothesis is consistent with the physiological interpretation of critical torque being linked to oxidative capacity and fatigue-resistant fibers.
Study146,The average %V̇O2peak during a cycling time trial (TT) is higher with acute hypoxia than near sea level.,NA,none,none,TRUE,"The reduced air density at altitude reduces aerodynamic drag, which more than compensates for the drop in V̇O2peak with hypoxia. Furthermore, cycling economy and anaerobic capacity are similar at sea level and altitude, suggesting the %V̇O2peak must be augmented to explain the disproportionate reduction in V̇O2peak and performance.","The hypothesis is derived from empirical observations of a performance-V̇O2peak discrepancy and known physiological/mechanical effects, not from a formal theoretical framework."
Study148,"MVC torque and central mechanisms contributing to voluntary activation of the elbow flexors would be reduced due to the contraction protocol, and this reduction would be exacerbated under conditions of hypoxia compared to sham.",Central And Peripheral Fatigue Framework,implicit,consistent,FALSE,NA,"The hypothesis is consistent with the framework's principle that fatigue has central and peripheral components, and that oxygen availability is a factor influencing fatigue development."
Study148,"Voluntary activation of the elbow flexors would begin to recover rapidly after the sustained submaximal contraction, although recovery of voluntary activation would be delayed under conditions of hypoxia compared to sham.",Central And Peripheral Fatigue Framework,implicit,abductive,FALSE,NA,"The hypothesis is framed abductively from the observation that prior recovery studies may have missed early effects by measuring too late or changing the oxygen environment, prompting a theoretical explanation for a delayed recovery pattern."
Study149,"The boundaries of the moderate-intensity (i.e., GET), heavy-intensity (i.e., GET-CP and RCP), and severe-intensity (i.e., V̇O2max) domains and W' would be reduced after 90 km of predominantly moderate-intensity cycling.",Critical Power Model,implicit,abductive,TRUE,Intramuscular glycogen depletion and fatigue-inducing metabolite accumulation (attributed from prior study by Clark et al.).,"The hypothesis is framed using the concepts (CP, W', intensity domains) of the Critical Power and Three-Intensity-Domain models, but the prediction is generated by extending a prior empirical observation to a new context."
Study149,These parameters (intensity domain boundaries and W') would not change when 90 km of cycling was substituted with a 3-hour sedentary period.,NA,none,none,FALSE,NA,"This is a control condition prediction based on the absence of an intervention, not derived from or consistent with any specific physiological theory."
Study150,"The time course of muscle- and neural-related variables would demonstrate different behavior in magnitude of change, in the course of successive conditioning contractions.",NA,none,none,FALSE,NA,"The hypothesis is an empirical prediction about the temporal dissociation of two phenomena, not logically derived from or consistent with any specific theoretical mechanism."
Study151,High-volume EB-RET would elicit significant and equivalent increases in iMyoPS rates and intracellular regulatory signaling responses in YM and OM.,Anabolic Resistance Theory,implicit,consistent,FALSE,NA,"The hypothesis is consistent with the theory's core claim that older adults require a greater stimulus to overcome anabolic resistance, but it does not logically follow from it."
Study152,Patients with PFP would exhibit additional reductions in all quadriceps neuromuscular function as exercise sets progressed.,Arthrogenic Muscle Inhibition (AMI),implicit,consistent,TRUE,"Individuals with chronic PFP are vulnerable to neuromuscular fatigue because they return to activities despite existing deficits in muscle strength and central activation, a state linked to AMI as a protective mechanism that discourages use of the painful knee.","The hypothesis is consistent with AMI, as the theory describes a protective inhibition that could be exacerbated by fatigue, leading to greater reductions in neuromuscular function during exercise."
Study152,Patients with PFP would display lower fatigue levels with worse muscular endurance performance during and after isokinetic exercise compared with the control group.,Arthrogenic Muscle Inhibition (AMI),implicit,consistent,TRUE,"AMI, as a protective mechanism discouraging use of the painful knee, may lead to an inability to maximally activate the quadriceps, resulting in worse muscular endurance (fewer repetitions, less total work) and consequently lower metabolic fatigue (blood lactate).","The hypothesis is consistent with AMI, as the inhibition could limit voluntary effort and work capacity, explaining both worse endurance and an attenuated metabolic fatigue response."
Study153,Crow hop throws would generate lower torque on the elbow than standing throws at each distance of the interval throwing program.,Kinetic Chain Theory,implicit,consistent,TRUE,"The crow hop promotes recruitment of the core and lower body, which supplements the kinetic chain of the throwing motion, thus reducing the effort required from the upper extremity and protecting the medial elbow from undue stress.",The hypothesis is consistent with the kinetic chain principle that proximal segment activation reduces distal joint stress.
Study154,"The 50%v dec training group would improve sprint acceleration performance and underlying mechanical variables, more than a traditional RSS training with a light load or without a load.",Force-Velocity-Power Relationship In Sprinting,implicit,consistent,TRUE,through the increased anteroposterior power and force application during sprint acceleration,"The hypothesis is consistent with the theory that training at the load which maximizes horizontal power (L 50%vdec) should optimize adaptations in power and force, leading to greater performance improvements."
Study155,"The three cryotherapy modalities (cold-water immersion, contrast-water therapy, whole-body cryotherapy) would decrease muscle damage in middle-and long-distance runners at different times.",NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior studies showing each modality reduces muscle-damage markers, not derived from a theoretical framework."
Study155,Whole-body cryotherapy (WBC) would be more beneficial for decreasing muscle damage in middle-and long-distance runners than cold-water immersion or contrast-water therapy.,NA,none,none,FALSE,NA,The hypothesis is presented as a direct prediction without reference to a theoretical mechanism explaining why WBC should be superior.
Study156,"Academy players would present with significantly greater total daily energy expenditure than non-academy players, in accordance with the greater training demands associated with formalised coaching programmes.",NA,none,none,TRUE,Greater training demands associated with formalised coaching programmes.,"The hypothesis is empirically motivated by observed differences in training structures and practical concerns about under-fuelling, with no theoretical framework cited."
Study157,"Nordic walking in water would exert a variety of beneficial impacts on physical fitness, glycemic control, vascular function, cerebrovascular reactivity (CVR), and cognitive impairment in elderly patients with type 2 diabetes.",NA,none,none,FALSE,NA,The hypothesis is not linked to any formal theoretical framework; it is motivated by a synthesis of prior empirical observations about separate exercise components.
Study158,A higher cardiac output and stroke volume (expressed as %COmax and %SVmax) will occur in women versus men in response to interval exercise.,Fick Principle (As Applied To Vo2max),implicit,consistent,TRUE,due to their smaller heart size and lower blood volume which may elicit a greater relative load on the heart compared to men,"The hypothesis is consistent with the Fick principle's focus on cardiac output as a determinant of VO2max, applied to explain a sex difference in acute cardiovascular response."
Study158,There will be a lower COmax in response to low-volume sprint interval exercise (SIE) than in response to high volume HIIE protocols.,Acute-Chronic Adaptation Link (In Exercise Physiology),implicit,abductive,FALSE,NA,"The hypothesis is grounded in the general principle that acute hemodynamic stress influences chronic adaptation, but it is directly supported by a citation to prior empirical findings."
Study159,Differences in running performance will be present between elite and sub-elite Gaelic football players.,NA,none,abductive,FALSE,NA,"The hypothesis is motivated by prior empirical findings in a similar sport (hurling), not by a theoretical framework."
Study159,Elite-level players will possess superior conditioning compared to sub-elite players.,NA,none,abductive,TRUE,Because of the increased level of preparation that occurs among elite-level players.,"The hypothesis is based on the practical observation that elite players undergo more preparation, not on a formal theory of conditioning or adaptation."
Study160,"Depending on the type of stimulus (real fight or punchbag), there would be variation in the levels of the hormone indices studied.",NA,none,none,FALSE,NA,The hypothesis is empirically motivated by reference to 'previous scientific reports' but no specific theoretical framework is cited or implied.
Study161,Higher exposure time to smartphone applications leads to higher impairment in passing decision-making in professional soccer athletes.,Psychobiological State Model Of Mental Fatigue,implicit,abductive,TRUE,"Excessive use of social network apps (e.g., Facebook, WhatsApp, Instagram) may cause mental fatigue. Mental fatigue impairs the player's ability to perceive information, which is likely to affect tactical behavior and decision-making performance.","The hypothesis is abductively inferred from prior observations that smartphone app use activates neural pathways associated with mental fatigue, which prior research shows impairs decision-making."
Study162,"National runners would show larger improvements in running economy and short distance performance with similar spatiotemporal modifications, when running in shoes with increased longitudinal bending stiffness, compared with trained runners.",NA,none,none,TRUE,"The effect of LBS on RE could be specific to the caliber and speed of the runner, possibly related to biomechanical and anthropometric characteristics or plantar-flexor muscle strength, with differences in metatarsophalangeal and ankle joints kinematics.","The hypothesis is empirically motivated by prior observations of differential responses to AFT shoes among runners of different calibers, not by a formal theoretical framework."
Study164,The application of CWI at 10°C but not 15°C would reduce mVO₂ postimmersion.,Temperature-Induced Reduction In Tissue Metabolism,implicit,consistent,TRUE,"Colder water temperatures lead to greater reductions in tissue temperature, and the premise of CWI is to reduce the metabolic rate of tissue.","The hypothesis is consistent with the theoretical premise that cooling reduces tissue metabolism, with the specific temperature effect (10°C vs 15°C) based on the auxiliary assumption that colder temperatures produce greater cooling."
Study165,"Positional differences would exist in turning activity, with central midfielders performing the greatest turning frequency.",NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior conflicting findings and methodological differences, with no theoretical framework cited or implied."
Study166,Both ballistic exercise priming (BEP) and heavy resistance priming (HRP) would improve neuromuscular performance on the following day.,Postactivation Performance Enhancement (PAPE),implicit,consistent,FALSE,NA,"The hypothesis is consistent with the PAPE framework, which describes a positive transitory performance response following a low-volume exercise stimulus."
Study166,Ballistic exercise priming (BEP) would induce superior performance enhancements compared with heavy resistance priming (HRP).,Specificity Of Training Principle,implicit,consistent,TRUE,"Priming activity may have to be specific to subsequent performance requirements to maximize neuromuscular performance; therefore, BEP (ballistic) may be more effective than HRP (heavy resistance) for improving ballistic performance.","The hypothesis is consistent with the Specificity of Training Principle, which suggests that training adaptations are specific to the stimulus applied."
Study167,Physiological and perceptive responses would be higher in 4 m × 4 m compared to other area sizes.,NA,none,none,FALSE,NA,"This hypothesis is empirically motivated by a prior study with female athletes, not by a theoretical framework."
Study167,Lower physiological and perceptive responses would be attributed to groundwork in comparison to standing combat.,NA,none,none,TRUE,Due to groundwork's high energetic demand (most of the throwing techniques used are with the maximum physical lever).,"The hypothesis is justified by a practical, biomechanical observation about energy expenditure, not by a formal theory."
Study167,4 m × 4 m in standing combat would induce the largest physiological and perceptive responses.,NA,none,none,FALSE,NA,This main hypothesis combines two prior empirical predictions but lacks a theoretical foundation.
Study168,"HIIT induces an acute reduction in squat, but not in bench press explosive strength.",Concurrent Training Interference Theory,implicit,abductive,FALSE,NA,"The hypothesis is framed in the context of prior research on acute interference between endurance and strength training, but the specific prediction (lower-body HIIT affects lower-body but not upper-body explosive strength) is based on the authors' own previous observation in men."
Study168,"Acute concurrent HIIT and squat loading, as well as HIIT and bench press loading would lead to reductions in both squat and bench press explosive strength.",Concurrent Training Interference Theory,implicit,abductive,FALSE,NA,"The hypothesis extends the authors' prior finding that combined HIIT and strength exercise compromises explosive strength, regardless of muscle group, from men to women."
Study168,The magnitude of reductions in explosive strength in women might be lower to that previously shown in men.,Sex-Based Differences In Fatigability,explicit,consistent,TRUE,"Women tend to be less fatigable than men due to differences in physiology and anatomy (muscle mass, blood flow, muscle fiber-type distribution, and reproductive hormones).","The hypothesis is directly consistent with the consensus cited in the text that women are less fatigable than men, though it is not a strict deductive prediction from the theory."
Study169,All training groups will exhibit improvement in both preplanned and unexpected tests.,Ecological Dynamics,implicit,consistent,FALSE,NA,"The hypothesis is consistent with Ecological Dynamics' emphasis on training specificity and the need to develop adaptable movement solutions, but it is not a direct, logical deduction from the theory."
Study169,"The group exposed to random, unexpected, and unanticipated conditions will achieve superior results, particularly during unexpected tests.",Ecological Dynamics,implicit,consistent,TRUE,"Training that includes random and unexpected stimuli better simulates the stochastic, unpredictable football environment, thereby enhancing players' ability to perceive and react to the environment and generate emergent, optimal movement synergies.","The hypothesis is consistent with Ecological Dynamics' core premise that skill emerges from the performer-environment interaction, and that training should replicate the informational constraints of competition to foster adaptability."
Study170,PT using free weights would induce larger improvements on measures of physical fitness compared with PJT in pre-PHV male soccer players.,NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior comparative studies, with no theoretical framework cited to explain the expected difference."
Study171,Level of fatigue is associated with ankle proprioception decline during running.,Fatigue-Injury Model (Via Proprioception Decline),implicit,consistent,TRUE,"Increased injury rate may be linked to changes in proprioception caused by accumulated fatigue; fatigue within the last tertile of races would have similar associations with increased injury risk; biomechanics and neuromuscular control ability deteriorate with increased running distance, linked to injury risk.","The hypothesis is consistent with the model's core claim that fatigue leads to proprioception decline, which in turn increases injury risk."
Study171,"Compared to normal socks, graduated compression socks (GCSs) can work to retain ankle proprioception during prolonged running.",Somatosensory Feedback Model Of Proprioception,implicit,abductive,TRUE,"Compression materials enhance tactile stimulation to skin and joint soft tissue receptors, introducing additional intermittent sensory input and enhancing perception of somatosensory feedback; they also reduce soft tissue vibration and muscle activity from impact, thereby reducing fatigue and potentially attenuating decrements in proprioception.","The hypothesis is abductively framed by the theory: prior evidence that compression enhances sensory input is used to explain why GCSs might retain proprioception, but the prediction arises from applying this mechanism to a novel context (prolonged running)."
Study172,Upper limb force asymmetry would not increase during the 30s anaerobic Wingate test on an arm-crank ergometer.,Fatigue-Asymmetry Relationship Theory,implicit,consistent,FALSE,NA,"The hypothesis is consistent with the cited lower-limb literature showing no effect of fatigue on asymmetry in some tasks, but it is not a direct deduction from a formal theory."
Study172,Both asymmetry and performance would be greater in high-point (HP) than in low-point (LP) wheelchair basketball players.,Functional Classification-Performance Theory,explicit,abductive,TRUE,Greater upper extremity demands and power developed by HP players could explain greater asymmetry.,"The hypothesis is directly based on prior empirical findings (Goosey-Tolfrey et al., 2018), with theory invoked post-hoc to frame the expected relationship between classification, performance, and asymmetry."
Study172,Asymmetry and performance would be greater in male than in female wheelchair basketball players.,Sex-Performance-Asymmetry Theory,implicit,abductive,TRUE,Greater upper extremity power in males could explain greater asymmetry.,"The hypothesis is motivated by the practical aim to test if greater power explains asymmetry, using sex as a proxy variable, rather than being derived from a formal theory of sex differences."
Study173,The combination of cycling with plyometrics would enhance jump performance compared to a control condition.,Post-Activation Performance Enhancement (PAPE),implicit,consistent,FALSE,NA,"The hypothesis is compatible with the PAPE concept, which describes voluntary muscular performance enhancement following high-intensity contractions."
Study173,There would be a differing time-course of PAPE effects for high-intensity vs. low-intensity cycling conditions.,Fatigue-PAP Balance Model,implicit,consistent,TRUE,"The efficacy of PAP mechanisms depends on the balance between fatigue and PAP phenomena, which is affected by the intensity of the conditioning activity and the athlete's training experience, influencing the optimal recovery time.","The hypothesis about differential time-courses aligns with the model's claim that the fatigue-PAP balance is influenced by activity intensity, but it does not deductively specify the direction of the difference."
Study174,"Reduced horizontal velocity and substantial, acute kinematic and kinetic adaptations would be observed with fatigue.",Joint Work Redistribution Model (Fatigue-Induced Movement Adaptation),implicit,consistent,TRUE,"Fatigue-related torque degeneration may be muscle- or joint-dependent, leading to a shift in muscle force, work, and power production from highly fatigued muscles to less fatigued muscles acting across different joints, which would confer a change in movement pattern and joint-specific contribution to the task.","The hypothesis is consistent with the model's premise that fatigue induces a redistribution of joint work to maintain performance, which would manifest as observable kinematic and kinetic adaptations."
Study175,The 8-week NMES training can improve muscle quantity and quality and single-joint performance.,NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior findings on NMES effectiveness and the rationale for the new device, with no theoretical framework cited."
Study175,The improvements in muscle quantity and quality correlate with that of the single-joint performance.,NA,none,none,FALSE,NA,"The hypothesis is based on cited empirical associations between muscle size/quality indices and strength/performance, not on a theoretical model."
Study176,"The location of the resistance band (elbow vs. wrist) would produce different muscle activations in different exercise phases (ascending, stationary, and descending) of the wall-slide exercise.",NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior observations about elastic resistance bands altering muscle activation, with no reference to a theoretical framework."
Study176,The difference in muscle activations (from the band position) would produce different muscle-activation ratios.,NA,none,none,FALSE,NA,"This secondary hypothesis is a logical extension of the primary one, based on the empirical premise that altered activations will change the relationships between muscles."
Study177,"A 10-day (primarily) passive heat acclimation protocol integrated into a female Olympic team sport training program would elicit and retain meaningful physiological, perceptual, and performance adaptations.",NA,none,none,FALSE,NA,The hypothesis is not linked to any theoretical framework; it is a practical prediction based on the study's aims and the described protocol.
Study178,"Resistance-trained climbers, who would have experienced increases in reticulospinal input efficacy due to chronic climbing and RT, would exhibit greater reductions in reaction times and increases in RFD and sEMG when exposed to a startle stimulus during a reaction time task.",Reticulospinal Tract (RST) Efficacy Model,implicit,consistent,TRUE,"Chronic climbing and resistance training would increase reticulospinal input efficacy, which is tested via the StartReact paradigm (startle stimulus effects on reaction time, RFD, and sEMG).","The hypothesis is consistent with the RST Efficacy Model, which posits that RT can induce neuroplasticity in the RST, increasing its synaptic efficacy and neural drive to muscles."
Study178,Resistance-trained climbers would have greater hand grip strength.,NA,none,none,FALSE,NA,"This prediction is based on empirical observation (climbers normally generate higher hand grip strength) and serves as a validation of the athlete model, not on a theoretical mechanism."
Study179,Male referees would experience significantly greater physical demands compared to female referees.,NA,none,none,FALSE,NA,The hypothesis is not linked to any theoretical framework; it is motivated by prior empirical observations of sex differences in player and referee performance.
Study180,The decrease in SSC function after cycling negatively affects cardiorespiratory and biomechanical variables in subsequent running.,Stretch-Shortening Cycle (SSC) Function As A Causal Mechanism,explicit,consistent,TRUE,"A decrease in SSC function results in lesser benefit from mechanisms like elastic energy utilization and stretch reflex, requiring additional muscle activity. Based on the linear relationship between neural input and VO2, this additional activity could increase VO2. The decrease may also be compensated for by biomechanical changes to maintain performance.",The hypothesis is explicitly framed as a test of the proposed causal role of SSC function in explaining the observed negative changes in running after cycling.
Study181,Leg press multi-joint exercise would induce greater muscle damage on the vastus lateralis (VL) than the knee extension single-joint exercise.,Neural Adaptation Theory Of Resistance Training,implicit,abductive,FALSE,NA,"The hypothesis is linked to the theory through the implied mechanism that multi-joint exercises present greater neural challenges, which could lead to greater muscle damage."
Study181,Leg press multi-joint exercise would induce a longer time course of muscle performance recovery than the knee extension single-joint exercise.,Neural Adaptation Theory Of Resistance Training,implicit,abductive,FALSE,NA,"The hypothesis is linked to the theory through the implied mechanism that greater neural challenges in multi-joint exercises lead to greater muscle damage, which in turn necessitates longer recovery."
Study182,Offset loading would increase limb ground-reaction force (GRF) and muscle electromyography (EMG) in the side resisted by the heavier load.,Neuromuscular Adaptation Theory (Offset Loading),implicit,abductive,FALSE,NA,"The hypothesis is framed as an extension of prior empirical findings from the bench press, not as a direct deduction from a formal neuromuscular theory."
Study182,Offset loading toward the nondominant (ND) limb (OS-ND) would produce more symmetrical GRF and EMG than traditional (TDL) loading.,Limb Dominance/Lateralization Framework,implicit,consistent,FALSE,NA,"The hypothesis is compatible with the framework's premise that the dominant limb is preferentially loaded, but the framework does not logically entail that offset loading toward the ND limb will correct this."
Study183,Local vibration therapy would modulate muscle oxygenation and aid in maintaining strength after exercise-induced muscle damage.,Muscle Oxygenation Theory Of Strength Recovery,implicit,abductive,TRUE,"Vibration therapy improves muscle blood flow and oxygenation. Improved blood flow through the muscle microvasculature is expected in unloaded muscles (subject to local VT) due to less vascular compression, which would increase oxygen availability. Since reduced oxygen availability is proposed to cause initial strength reduction, increasing oxygen availability should help maintain strength.","The hypothesis is framed by the theory that muscle strength recovery depends on oxygen availability, but the prediction originates from prior observations that VT improves blood flow/oxygenation and prior findings that VT alleviates EIMD effects."
Study184,Mitochondrial content would be increased to a greater extent after interval (INT) compared to work- and intensity-matched continuous (CONT) training.,Metabolic Stress Theory Of Mitochondrial Biogenesis,implicit,consistent,TRUE,"Higher exercise intensities induce greater disturbances in skeletal muscle homeostasis, and the initial acute responses involved in mitochondrial biogenesis are associated with metabolic stress. The intermittent pattern of exercise and corresponding metabolic fluctuations induced by acute INT exercise have been reported to elicit greater phosphorylation of signaling proteins linked to mitochondrial biogenesis as compared to CONT exercise.","The hypothesis is consistent with the theory's claim that metabolic stress is a key stimulus for mitochondrial biogenesis, and the proposed mechanism suggests INT creates greater metabolic stress."
Study185,"The kinematics at foot contact, specifically at the hips, would be correlated with lead- and back-hip active range of motion (AROM).",NA,none,none,FALSE,NA,"The hypothesis is motivated by a general biomechanical principle of energy transfer, but no specific theoretical framework is cited or logically applied."
Study185,Peak elbow-varus torque (EVT) and peak shoulder internal-rotation (IR) torque would be correlated with lead- and back-hip active range of motion (AROM).,NA,none,none,FALSE,NA,"The hypothesis is based on the practical premise that inefficient energy transfer due to limited hip motion may increase upper extremity loads, but this is not grounded in a formal theoretical framework."
Study186,"IRS after resistance training may enhance recovery of neuromuscular performance, increase nocturnal HRV, and attenuate muscle soreness, as well as biomarkers of muscle damage.",NA,none,none,TRUE,"Increased peripheral blood flow due to vasodilatation, which could accelerate the clearance of edema, limit inflammation and perceived pain, and improve muscle repair; deeper heat penetration may transmit heat to muscles, blood vessels, and nerves more effectively, attenuating tissue temperature loss, facilitating muscle circulation and metabolism, and reducing peripheral nerve excitability.","The hypothesis is empirically motivated by prior findings and proposed physiological mechanisms, with no theoretical framework cited."
Study187,Diurnal napping would improve technical game-related performance during small-sided games (SSG) in professional basketball players.,NA,none,none,FALSE,NA,The hypothesis is not linked to any theoretical framework; it is motivated by a gap in the literature.
Study187,Diurnal napping would enhance physiological response of athletes during SSG situations.,NA,none,none,FALSE,NA,The hypothesis is not linked to any theoretical framework; it is an empirical prediction based on the study's practical aim.
Study188,"Muscle strength-trained participants would demonstrate decreased hip adduction, knee valgus, and tibial internal rotation angles, as well as an increased knee flexion angle, H:Q muscle coactivation ratio, and vastus medialis to vastus lateralis (VM:VL) muscle activation ratio during side-step cutting.",NA,none,none,FALSE,NA,The hypothesis is not linked to any named or implied theoretical framework; it is derived from a synthesis of prior empirical findings on biomechanical risk factors.
Study189,Foam rolling would accelerate the recovery of muscle and joint proprioception after exercise-induced muscle damage (EIMD).,NA,none,none,TRUE,"Foam rolling reduces passive tissue stiffness, which may reduce neural inhibition or have other neurologic effects (e.g., reduced pain), thereby improving proprioceptive function.","The hypothesis is empirically motivated by prior findings on foam rolling's effects on related outcomes (soreness, range of motion, performance) and a proposed physiological mechanism, not by a formal theory."
Study189,Foam rolling would improve neuromuscular function by accelerating the recovery of proprioception after EIMD.,NA,none,none,TRUE,"Accelerated recovery of proprioception (body awareness) leads to improved control of posture and movement, thereby enhancing neuromuscular function.","The hypothesis is based on a logical chain connecting proprioception to neuromuscular control and injury prevention, but this chain is presented as a practical rationale rather than a deduction from a formal theory."
Study190,Mental fatigue would result in higher RPEs during the submaximal endurance leg extension task.,NA,none,none,FALSE,NA,"This hypothesis is an empirical replication of a well-established effect, not directly derived from or attributed to a specific theoretical model of perceived exertion."
Study190,These increased RPEs would be associated with an elevated central motor command and consequently an increased amplitude of the MRCP.,Corollary Discharge / Central Motor Command Model Of Perceived Exertion,explicit,consistent,TRUE,"Mental fatigue increases the central motor command (corollary discharge) required for movement, which is consciously perceived as higher RPE, and this elevated command is reflected in an increased amplitude of the MRCP.","The hypothesis is explicitly framed to test the second hypothesis from Van Cutsem et al., which is based on the corollary discharge/central motor command model."
Study191,SSSGs as a warm-up approach would induce greater improvements in physical fitness qualities than a TWU in soccer players.,NA,none,none,FALSE,NA,The hypothesis is not linked to any theoretical framework; it is motivated by practical observations and design rationales.
Study192,"A sleep hygiene training course may improve the total sleep time and sleep quality of swimmers, especially those with a high level of sleepiness.",NA,none,none,FALSE,NA,The hypothesis is not linked to any theoretical framework; it is motivated by prior empirical findings on sleep hygiene interventions in other populations.
Study193,Following ACL injury and reconstruction individuals would demonstrate increased torque complexity in the involved limb compared to the uninvolved limb.,Neuromuscular Physiology Of Force Control,implicit,consistent,TRUE,"Following ACL injury and reconstruction there have been documented alterations in muscle fiber conduction velocity, muscle denervation, and changes in muscle fiber typing, all of which could contribute to altered muscle quality and increased force fluctuations. Muscles with few motor units exhibit greater force fluctuations (i.e., increased torque complexity).","The hypothesis is consistent with the neuromuscular physiology theory that alterations in motor unit properties (denervation, fiber type changes) lead to increased force fluctuations/complexity."
Study193,Torque complexity would not return to uninjured limb levels by the time of return to activity.,Neuromuscular Physiology Of Force Control,implicit,abductive,FALSE,NA,"The hypothesis is abductively inferred from prior longitudinal observations of persistent quadriceps dysfunction (weakness, variability) and the theory provides a plausible framing for why such deficits might persist."
Study194,Acute NO3- supplementation would enhance power output during concentric and eccentric contractions during a half-squat movement completed at various moment inertias.,Nitrate Supplementation And Fast-Twitch Muscle Function,implicit,consistent,TRUE,"Nitrate supplementation increases nitric oxide, which has been shown to preferentially enhance contractile function in fast-twitch skeletal muscle via improved calcium handling.","The hypothesis is consistent with the theory that nitrate supplementation improves skeletal muscle contractile function, particularly in fast-twitch fibers."
Study194,The effect of acute NO3- supplementation on power output would be greater for eccentric compared to concentric contractions at a given moment inertia.,Nitrate Supplementation And Fast-Twitch Muscle Function,implicit,abductive,TRUE,"1. Nitrate supplementation preferentially improves fast-twitch muscle function. 2. Eccentric contractions recruit fast-twitch muscle to a greater extent than concentric contractions. Therefore, a greater improvement in power output is expected during eccentric contractions.","The hypothesis is constructed by abductively linking two separate observations (nitrate's effect on fast-twitch muscle and the recruitment profile of eccentric contractions) to form a novel, testable prediction."
Study195,Any significant changes to joint position when loaded would be of a small effect.,NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior findings, not derived from or consistent with any stated theoretical framework."
Study195,Any significant changes to angular velocity would be classified as small or moderate.,NA,none,none,FALSE,NA,"The hypothesis is empirically motivated by prior findings, not derived from or consistent with any stated theoretical framework."
